rail,settlement_stage,transaction_id,entity_type,entity_id,counterparty_type,counterparty_id,credit_debit_indicator,payment.payment_id,payment.transaction_id,payment.transaction_type,payment.status,payment.created_at,payment.transaction_date,payment.payment_method.type,payment.payment_method.card_brand,payment.payment_method.card_number_masked,payment.payment_method.card_funding,payment.payment_method.card_category,merchant.merchant_id,merchant.legal_name,merchant.merchant_name,merchant.merchant_location.city,merchant.merchant_location.state,merchant.merchant_location.postal_code,merchant.merchant_location.country,transaction.amount,transaction.currency,transaction.authorization.status,transaction.authorization.authorization_code,transaction.authorization.authorization_timestamp,transaction.entry.entry_mode,transaction.entry.channel,references.trace_number,references.reference_id,references.order_id,processing.authorization_status,processing.capture_status,processing.settlement_status,processing.posting_status,processing.reconciliation_status,risk.fraud_status,risk.cvv_result,risk.avs_result,format_validation_details.format_validation_status,format_validation_details.rejection_code,format_validation_details.rejection_reason,format_validation_details.field_level_errors,network_response_control.request_timestamp,network_response_control.response_received,network_response_control.response_timestamp,network_response_control.response_time_ms,network_response_control.expected_response_sla_ms,network_response_control.network_timeout_flag,network_response_control.response_code,file_batch_tracking.settlement_batch_id,file_batch_tracking.batch_status,file_batch_tracking.expected_settlement_timestamp,file_batch_tracking.actual_settlement_timestamp,file_batch_tracking.settlement_lag_minutes,file_batch_tracking.file_reached_settlement,retry_control.is_retry,retry_control.retry_count,retry_control.original_transaction_id,retry_control.idempotency_key,retry_control.retry_reason,retry_control.duplicate_check_status,fraud_risk_indicators.new_merchant_risk.is_new_merchant,fraud_risk_indicators.new_merchant_risk.merchant_first_seen_date,fraud_risk_indicators.new_merchant_risk.prior_transaction_count_with_merchant,fraud_risk_indicators.new_merchant_risk.merchant_relationship_age_days,fraud_risk_indicators.new_merchant_risk.new_merchant_risk_flag,fraud_risk_indicators.velocity_checks.transaction_count_1h,fraud_risk_indicators.velocity_checks.transaction_count_24h,fraud_risk_indicators.velocity_checks.cumulative_amount_24h,fraud_risk_indicators.velocity_checks.velocity_baseline_avg_24h,fraud_risk_indicators.velocity_checks.velocity_threshold_breached,fraud_risk_indicators.velocity_checks.velocity_score,fraud_risk_indicators.structuring_detection.reporting_threshold_amount,fraud_risk_indicators.structuring_detection.amount_to_threshold_ratio,fraud_risk_indicators.structuring_detection.aggregate_amount_24h_same_card,fraud_risk_indicators.structuring_detection.related_transactions_24h,fraud_risk_indicators.structuring_detection.structuring_flag,payment_processor_name,merchant.payment_processor_name,payment.settlement_date,payment.posting_date,merchant.merchant_account.account_type,merchant.merchant_account.routing_number,merchant.merchant_account.issuer_bank,card.card_number_masked,card.card_brand,card.card_funding,card.card_category,card.issuer.name,card.issuer.country,settlement.status,settlement.settlement_batch_id,settlement.settlement_reference,settlement.settlement_date,settlement.settlement_timestamp,settlement.gross_amount,settlement.fees.total,settlement.fees.details,settlement.taxes.amount,settlement.taxes.currency,settlement.net_amount,settlement.settlement_currency,bank_posting.status,bank_posting.posting_id,bank_posting.posting_timestamp,bank_posting.debit_credit_indicator,bank_posting.currency,bank_posting.value_date,bank_posting.ledger_transaction_id,bank_posting.account.account_type,bank_posting.account.routing_number,dispute.status,dispute.chargeback_amount,dispute.currency,bank_posting.posted_amount,merchant.merchant_account.onboarded_by,merchant.merchant_account.account_number,reconciliation.reconciliation_status,reconciliation.reconciliation_timestamp,reconciliation.variance_amount,reconciliation.amount_match,reconciliation.ledger_transaction_id,reconciliation.network_settlement_amount,reconciliation.ledger_posted_amount,reconciliation.network_settlement_reference,fraud_risk_indicators_summary.new_payee_risk_flag,fraud_risk_indicators_summary.funnel_account_flag,fraud_risk_indicators_summary.velocity_threshold_breached,fraud_risk_indicators_summary.structuring_flag,fraud_risk_indicators_summary.new_merchant_risk_flag,bank_posting.account.account_number,payment.rail,payment.network,payment.message_type,message.message_id,message.instruction_id,message.end_to_end_id,message.received_timestamp,debtor.name,debtor.account_number,debtor.bank.issuer_name,debtor.bank.routing_number,creditor.name,creditor.account_number,creditor.bank.issuer_name,creditor.bank.routing_number,creditor.bank.onboarded_by,amount.value,amount.currency,remittance.information,remittance.reference,validation.message_validation,validation.participant_validation,validation.account_validation,validation.duplicate_check,validation.format_validation_details.format_validation_status,validation.format_validation_details.rejection_code,validation.format_validation_details.rejection_reason,validation.format_validation_details.field_level_errors,risk_compliance.fraud_status,risk_compliance.sanctions_status,risk_compliance.aml_status,risk_compliance.compliance_status,fraud_risk_indicators.new_payee_risk.is_new_payee,fraud_risk_indicators.new_payee_risk.payee_account_first_seen_date,fraud_risk_indicators.new_payee_risk.prior_transaction_count_with_payee,fraud_risk_indicators.new_payee_risk.payee_relationship_age_days,fraud_risk_indicators.new_payee_risk.new_payee_risk_flag,fraud_risk_indicators.funnel_account_detection.beneficiary_account_number,fraud_risk_indicators.funnel_account_detection.distinct_originating_accounts_24h,fraud_risk_indicators.funnel_account_detection.distinct_originating_accounts_7d,fraud_risk_indicators.funnel_account_detection.funnel_account_flag,fraud_risk_indicators.funnel_account_detection.related_transaction_ids,fraud_risk_indicators.structuring_detection.aggregate_amount_24h_same_originator,processing.decision,parties.debtor.name,parties.debtor.account_number,parties.debtor.bank_name,parties.creditor.name,parties.creditor.account_number,parties.creditor.bank_name,parties.creditor.onboarded_by,settlement.settlement_amount,posting.status,posting.posting_id,posting.posting_timestamp,posting.value_date,posting.customer_account,posting.credit_debit_indicator,posting.currency,posting.ledger_transaction_id,account.account_number,account.credit_amount,account.debit_amount,account.ledger_balance,account.available_balance,account.onboarded_by,posting.posted_amount,audit.received_timestamp,audit.settled_timestamp,audit.posted_timestamp,audit.completed_timestamp,originating_bank.name,originating_bank.bank_role,originating_bank.routing_number,originator.name,originator.identification,originator.account_number,originator.onboarded_by,originator.issuer_bank,receiver.name,receiver.account_number,receiver.account_type,receiver.routing_number,merchant_id,payment.transaction_code,payment.credit_debit,payment.amount,payment.currency,payment.effective_entry_date,payment.company_entry_description,ach_batch.batch_id,ach_batch.sec_code,ach_batch.service_class_code,ach_batch.batch_number,ach_file.file_id,ach_file.file_creation_date,ach_file.file_creation_time,ach_file.file_id_modifier,trace.trace_number,trace.original_trace_number,validation.routing_validation,validation.format_validation,file_batch_tracking.file_ack_status,settlement.expected_settlement_date,account_posting.status,account_posting.posting_date,account_posting.account_entry_type,account_posting.ledger_balance.before,account_posting.ledger_balance.after,account_posting.available_balance.before,account_posting.available_balance.after,timestamps.received_at,timestamps.validated_at,timestamps.settled_at,timestamps.posted_at,validation.fraud_review,wire_id,network.network,network.message_type,network.received_timestamp,network.settlement_status,identifiers.uetr,identifiers.imad,identifiers.message_id,identifiers.instruction_id,identifiers.transaction_id,identifiers.end_to_end_id,payment.value_date,debtor.address.street,debtor.address.city,debtor.address.state,debtor.address.postal_code,debtor.address.country,debtor_agent.issuer_bank,debtor_agent.routing_number,creditor.onboarded_by,creditor.address.city,creditor.address.state,creditor.address.country,creditor_agent.name,creditor_agent.routing_number,processing.account_validation,processing.sanctions_screening,processing.aml_screening,processing.fraud_screening,processing.compliance_status,settlement.network,settlement.amount,settlement.currency,posting.amount,cheque.cheque_number,cheque.amount,cheque.currency,cheque.issue_date,cheque.micr.routing_number,cheque.micr.account_number,cheque.micr.onboarded_by,cheque.micr.issuer_bank,cheque.micr.serial_number,payee.payee_name,payee.depositary_bank.bofd_routing_number,payee.depositary_bank.depositor_account_number,presentment.presentment_id,presentment.presentment_date,presentment.clearing_channel,presentment.status,validation.micr_validation,validation.amount_validation,validation.image_quality,validation.signature_verification,clearing_network_response.request_timestamp,clearing_network_response.response_received,clearing_network_response.response_timestamp,clearing_network_response.response_time_ms,clearing_network_response.expected_response_sla_ms,clearing_network_response.network_timeout_flag,clearing_network_response.response_code,file_batch_tracking.cash_letter_id,file_batch_tracking.file_ack_timestamp
WIRE,POST,WIRE-MTB-100211,INDIVIDUAL,IND-0037,EXTERNAL_INDIVIDUAL,EXT-P-1803,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-07-23T11:25:54Z,True,2026-07-23T11:26:03Z,104,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100211,,PASSED,,,,,,2,6,22111.12,8125.11,False,38,10000,0.594,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-07-23 00:00:00,2026-07-23T11:26:03Z,,,,,,,,,,,,,,,,,,,,,,,NOT_YET_RECONCILED,,0,True,LEDG-WIRE-MTB-100211,5935.81,5935.81,202607234X9PMTB,True,False,False,False,,,,,,,,,,Andrew Harris,3321914027,,,Kimberly Jones,3216194873,,,,,,Contract disbursement,,,,,,,,,,,,,,True,2026-07-23 00:00:00,0,0,True,3216194873,1,2,False,[],5798.08,,,,,,,,,,POSTED,,2026-07-23T11:26:33Z,,3216194873,,USD,LEDG-WIRE-MTB-100211,,,,,,,,2026-07-23T11:25:54Z,,,,,,,,,,,,,,,,,,,5935.81,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026072398934,FEDWIRE,pacs.008,2026-07-23T11:25:54Z,SETTLED,2e48384-2860-3174,202607234X9PMTB,MSG20260723237954,INS679145066,WIRE-MTB-100211,E2E400596390,2026-07-23 00:00:00,4212 Maple Drive,Chicago,IL,63452,US,Ironbridge National Bank,81700398,Meridian Trust Bank,Charlotte,NC,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,5935.81,USD,5935.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100219,INDIVIDUAL,IND-0063,EXTERNAL_INDIVIDUAL,EXT-P-6453,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-07-12T07:14:53Z,True,2026-07-12T07:14:55Z,955,20000,False,5,,,,,,,False,0,,IDEMP-WIRE-MTB-100219,,PASSED,,,,,,3,10,264943.79,160082.63,False,56,10000,23.514,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-07-12 00:00:00,2026-07-12T07:14:55Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-07-12T12:14:55Z,0,True,LEDG-WIRE-MTB-100219,235140.49,235140.49,20260712ZE6MMTB,True,False,False,False,,,,,,,,,,Andrew Robinson,1847713398,,,Matthew Rodriguez,318009757,,,,,,Contract disbursement,,,,,,,,,,,,,,True,2026-07-12 00:00:00,0,0,True,318009757,1,2,False,[],198936.76,,,,,,,,,,POSTED,,2026-07-12T07:15:25Z,,318009757,,USD,LEDG-WIRE-MTB-100219,,,,,,,,2026-07-12T07:14:53Z,,,,,,,,,,,,,,,,,,,235140.49,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026071221081,FEDWIRE,pacs.008,2026-07-12T07:14:53Z,SETTLED,595cff3-8985-7802,20260712ZE6MMTB,MSG20260712298785,INS663193727,WIRE-MTB-100219,E2E123126595,2026-07-12 00:00:00,5353 Elm Street,Atlanta,GA,33805,US,Ironbridge National Bank,874458477,Meridian Trust Bank,Louisville,KY,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,235140.49,USD,235140.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100280,MERCHANT,MERCH-007,INDIVIDUAL,IND-0008,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-07-31T04:18:47Z,True,2026-07-31T04:18:57Z,1106,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100280,,PASSED,,,,,,3,5,285954.76,125872.69,False,41,10000,17.191,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-07-31 00:00:00,2026-07-31T04:18:57Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-08-01T03:18:57Z,0,True,LEDG-WIRE-MTB-100280,171911.25,171911.25,20260731SXYFMTB,False,False,False,False,,,,,,,,,,Emily Ramirez,2801898931,,,Fernbrook Electronics,702250308,,,,,,Vendor settlement,,,,,,,,,,,,,,False,2024-12-26 00:00:00,23,582,False,702250308,3,4,False,[],145193.18,,,,,,,,,,POSTED,,2026-07-31T04:19:27Z,,702250308,,USD,LEDG-WIRE-MTB-100280,,,,,,,,2026-07-31T04:18:47Z,,,,,,,,,,,,,,,,,,,171911.25,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026073129355,FEDWIRE,pacs.008,2026-07-31T04:18:47Z,SETTLED,10590f0-3125-9543,20260731SXYFMTB,MSG20260731183186,INS237012476,WIRE-MTB-100280,E2E990974617,2026-07-31 00:00:00,7710 Main Street,Indianapolis,IN,29067,US,Ironbridge National Bank,717749410,BrightLedger Payments,Nashville,TN,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,171911.25,USD,171911.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100234,INDIVIDUAL,IND-0005,EXTERNAL_INDIVIDUAL,EXT-P-2853,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-08-11T03:31:46Z,True,2026-08-11T03:31:51Z,692,20000,False,5,,,,,,,False,0,,IDEMP-WIRE-MTB-100234,,PASSED,,,,,,2,8,19688.33,8212.75,False,44,10000,0.948,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-08-11 00:00:00,2026-08-11T03:31:51Z,,,,,,,,,,,,,,,,,,,,,,,NOT_YET_RECONCILED,,0,True,LEDG-WIRE-MTB-100234,9482.24,9482.24,202608119BRDMTB,False,False,False,False,,,,,,,,,,Nancy Williams,1155415580,,,Karen Ramirez,5764924945,,,,,,Payroll transfer,,,,,,,,,,,,,,False,2024-08-07 00:00:00,55,734,False,5764924945,2,3,False,[],11206.48,,,,,,,,,,POSTED,,2026-08-11T03:32:21Z,,5764924945,,USD,LEDG-WIRE-MTB-100234,,,,,,,,2026-08-11T03:31:46Z,,,,,,,,,,,,,,,,,,,9482.24,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026081143329,FEDWIRE,pacs.008,2026-08-11T03:31:46Z,SETTLED,220c65e-8176-2802,202608119BRDMTB,MSG20260811221164,INS112370441,WIRE-MTB-100234,E2E786285846,2026-08-11 00:00:00,1260 Cedar Lane,Cincinnati,OH,64685,US,Cascade Point Bank,421224684,Meridian Trust Bank,Chicago,IL,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,9482.24,USD,9482.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100297,MERCHANT,MERCH-007,EXTERNAL_INDIVIDUAL,EXT-P-8017,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-08-01T06:41:47Z,True,2026-08-01T06:41:56Z,3512,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100297,,PASSED,,,,,,5,14,160746.15,106723.6,True,67,10000,9.54,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-08-01 00:00:00,2026-08-01T06:41:56Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-08-01T14:41:56Z,0,True,LEDG-WIRE-MTB-100297,95396.7,95396.7,20260801YEM7MTB,False,False,True,False,,,,,,,,,,Deborah Jackson,3340433613,,,Fernbrook Electronics,702250308,,,,,,Invoice payment,,,,,,,,,,,,,,False,2025-11-06 00:00:00,58,268,False,702250308,1,1,False,[],107923.81,,,,,,,,,,POSTED,,2026-08-01T06:42:26Z,,702250308,,USD,LEDG-WIRE-MTB-100297,,,,,,,,2026-08-01T06:41:47Z,,,,,,,,,,,,,,,,,,,95396.7,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026080134108,FEDWIRE,pacs.008,2026-08-01T06:41:47Z,SETTLED,4c15fd0-2743-2668,20260801YEM7MTB,MSG20260801135864,INS492275605,WIRE-MTB-100297,E2E984271351,2026-08-01 00:00:00,2606 Oak Avenue,Louisville,KY,83405,US,Cascade Point Bank,593097472,BrightLedger Payments,Indianapolis,IN,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,95396.7,USD,95396.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100233,INDIVIDUAL,IND-0071,EXTERNAL_INDIVIDUAL,EXT-P-1769,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-08-22T04:03:01Z,True,2026-08-22T04:03:27Z,858,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100233,,PASSED,,,,,,5,11,30247.18,11529.88,False,60,10000,1.013,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-08-22 00:00:00,2026-08-22T04:03:27Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-08-22T07:03:27Z,0,True,LEDG-WIRE-MTB-100233,10128.16,10128.16,20260822P0KFMTB,False,False,False,False,,,,,,,,,,Susan Taylor,8210905648,,,George Hernandez,5554035420,,,,,,Contract disbursement,,,,,,,,,,,,,,False,2025-11-10 00:00:00,25,285,False,5554035420,1,5,False,[],8864.11,,,,,,,,,,POSTED,,2026-08-22T04:03:57Z,,5554035420,,USD,LEDG-WIRE-MTB-100233,,,,,,,,2026-08-22T04:03:01Z,,,,,,,,,,,,,,,,,,,10128.16,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026082262830,FEDWIRE,pacs.008,2026-08-22T04:03:01Z,SETTLED,235e6e1-3028-7163,20260822P0KFMTB,MSG20260822269050,INS447322913,WIRE-MTB-100233,E2E815794193,2026-08-22 00:00:00,6769 Maple Drive,Atlanta,GA,17488,US,Ironbridge National Bank,850663968,Meridian Trust Bank,Columbus,OH,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,10128.16,USD,10128.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100299,MERCHANT,MERCH-008,EXTERNAL_INDIVIDUAL,EXT-P-8525,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-07-31T17:46:38Z,True,2026-07-31T17:46:44Z,309,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100299,,PASSED,,,,,,1,6,112461.64,70182.57,False,36,10000,8.379,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-07-31 00:00:00,2026-07-31T17:46:44Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-08-01T12:46:44Z,0,True,LEDG-WIRE-MTB-100299,83792.7,83792.7,20260731PV2IMTB,False,False,False,False,,,,,,,,,,Kevin Thomas,7706952660,,,Amberlane Textiles Co,454372367,,,,,,Invoice payment,,,,,,,,,,,,,,False,2024-06-25 00:00:00,5,766,False,454372367,1,5,False,[],84847.1,,,,,,,,,,POSTED,,2026-07-31T17:47:14Z,,454372367,,USD,LEDG-WIRE-MTB-100299,,,,,,,,2026-07-31T17:46:38Z,,,,,,,,,,,,,,,,,,,83792.7,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026073162916,FEDWIRE,pacs.008,2026-07-31T17:46:38Z,SETTLED,4e5fda2-3928-5035,20260731PV2IMTB,MSG20260731804951,INS489908716,WIRE-MTB-100299,E2E425219496,2026-07-31 00:00:00,6684 Franklin Street,Denver,CO,39836,US,Summit Ridge Bank,538283945,BrightLedger Payments,Charlotte,NC,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,83792.7,USD,83792.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100212,INDIVIDUAL,IND-0047,EXTERNAL_INDIVIDUAL,EXT-P-8936,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-08-14T03:34:58Z,True,2026-08-14T03:35:01Z,589,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100212,,PASSED,,,,,,2,2,135062.11,60575.39,False,21,10000,9.596,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-08-14 00:00:00,2026-08-14T03:35:01Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-08-15T01:35:01Z,0,True,LEDG-WIRE-MTB-100212,95964.14,95964.14,202608141T8PMTB,False,False,False,False,,,,,,,,,,Sandra Taylor,3851645402,,,Barbara Scott,7999633628,,,,,,Contract disbursement,,,,,,,,,,,,,,False,2025-07-13 00:00:00,55,397,False,7999633628,3,3,False,[],92506.65,,,,,,,,,,POSTED,,2026-08-14T03:35:31Z,,7999633628,,USD,LEDG-WIRE-MTB-100212,,,,,,,,2026-08-14T03:34:58Z,,,,,,,,,,,,,,,,,,,95964.14,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026081431500,FEDWIRE,pacs.008,2026-08-14T03:34:58Z,SETTLED,fbed00-2542-3045,202608141T8PMTB,MSG20260814133333,INS665544867,WIRE-MTB-100212,E2E842467147,2026-08-14 00:00:00,8260 River Road,Denver,CO,58814,US,Ironbridge National Bank,59155678,Meridian Trust Bank,Louisville,KY,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,95964.14,USD,95964.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100237,INDIVIDUAL,IND-0062,EXTERNAL_INDIVIDUAL,EXT-P-1314,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-07-06T03:33:33Z,True,2026-07-06T03:33:53Z,2799,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100237,,PASSED,,,,,,5,13,105300.18,50698.13,True,68,10000,4.164,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-07-06 00:00:00,2026-07-06T03:33:53Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-07-06T06:33:53Z,0,True,LEDG-WIRE-MTB-100237,41636.49,41636.49,20260706AD5FMTB,False,False,True,False,,,,,,,,,,Kevin Walker,1272778050,,,Robert Garcia,5095365440,,,,,,Payroll transfer,,,,,,,,,,,,,,False,2025-07-30 00:00:00,14,341,False,5095365440,2,2,False,[],40030.8,,,,,,,,,,POSTED,,2026-07-06T03:34:23Z,,5095365440,,USD,LEDG-WIRE-MTB-100237,,,,,,,,2026-07-06T03:33:33Z,,,,,,,,,,,,,,,,,,,41636.49,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026070687060,FEDWIRE,pacs.008,2026-07-06T03:33:33Z,SETTLED,42241c8-4664-9742,20260706AD5FMTB,MSG20260706324818,INS178469379,WIRE-MTB-100237,E2E998791682,2026-07-06 00:00:00,9480 Main Street,Louisville,KY,40906,US,Ironbridge National Bank,276636813,Meridian Trust Bank,Chicago,IL,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,41636.49,USD,41636.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE,POST,WIRE-MTB-100224,INDIVIDUAL,IND-0057,EXTERNAL_INDIVIDUAL,EXT-P-7296,CREDIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASSED,,,[],2026-07-10T17:50:38Z,True,2026-07-10T17:51:04Z,555,20000,False,0,,,,,,,False,0,,IDEMP-WIRE-MTB-100224,,PASSED,,,,,,2,10,23703.27,16434.07,False,47,10000,0.91,,[],False,,,,,,,,,,,,,,SETTLED,,,2026-07-10 00:00:00,2026-07-10T17:51:04Z,,,,,,,,,,,,,,,,,,,,,,,MATCHED,2026-07-11T03:51:04Z,0,True,LEDG-WIRE-MTB-100224,9103.31,9103.31,202607109BR1MTB,False,True,False,False,,,,,,,,,,Amanda Davis,6909553810,,,Carol Wilson,3587432379,,,,,,Invoice payment,,,,,,,,,,,,,,False,2023-09-18 00:00:00,6,1026,False,3587432379,8,11,True,[],8187.32,,,,,,,,,,POSTED,,2026-07-10T17:51:34Z,,3587432379,,USD,LEDG-WIRE-MTB-100224,,,,,,,,2026-07-10T17:50:38Z,,,,,,,,,,,,,,,,,,,9103.31,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WID2026071048802,FEDWIRE,pacs.008,2026-07-10T17:50:38Z,SETTLED,37b758b-4893-1764,202607109BR1MTB,MSG20260710999003,INS523679817,WIRE-MTB-100224,E2E315121702,2026-07-10 00:00:00,3326 River Road,Columbus,OH,66064,US,Ironbridge National Bank,48985805,Meridian Trust Bank,Chicago,IL,US,Meridian Trust Bank,44000024,PASSED,PASSED,PASSED,PASSED,PASSED,FEDWIRE,9103.31,USD,9103.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
