rail,settlement_stage,transaction_id,entity_type,entity_id,counterparty_type,counterparty_id,credit_debit_indicator,cheque.cheque_number,cheque.amount,cheque.currency,cheque.issue_date,cheque.micr.routing_number,cheque.micr.account_number,cheque.micr.onboarded_by,cheque.micr.issuer_bank,cheque.micr.serial_number,payee.payee_name,payee.depositary_bank.bofd_routing_number,payee.depositary_bank.depositor_account_number,presentment.presentment_id,presentment.presentment_date,presentment.clearing_channel,presentment.status,validation.micr_validation,validation.amount_validation,validation.image_quality,validation.signature_verification,validation.fraud_review,validation.format_validation_details.format_validation_status,validation.format_validation_details.rejection_code,validation.format_validation_details.rejection_reason,validation.format_validation_details.field_level_errors,clearing_network_response.request_timestamp,clearing_network_response.response_received,clearing_network_response.response_timestamp,clearing_network_response.response_time_ms,clearing_network_response.expected_response_sla_ms,clearing_network_response.network_timeout_flag,clearing_network_response.response_code,file_batch_tracking.cash_letter_id,file_batch_tracking.file_ack_status,file_batch_tracking.file_ack_timestamp,file_batch_tracking.expected_settlement_timestamp,file_batch_tracking.actual_settlement_timestamp,file_batch_tracking.settlement_lag_minutes,file_batch_tracking.file_reached_settlement,retry_control.is_retry,retry_control.retry_count,retry_control.original_transaction_id,retry_control.idempotency_key,retry_control.retry_reason,retry_control.duplicate_check_status,fraud_risk_indicators.new_payee_risk.is_new_payee,fraud_risk_indicators.new_payee_risk.payee_account_first_seen_date,fraud_risk_indicators.new_payee_risk.prior_transaction_count_with_payee,fraud_risk_indicators.new_payee_risk.payee_relationship_age_days,fraud_risk_indicators.new_payee_risk.new_payee_risk_flag,fraud_risk_indicators.funnel_account_detection.beneficiary_account_number,fraud_risk_indicators.funnel_account_detection.distinct_originating_accounts_24h,fraud_risk_indicators.funnel_account_detection.distinct_originating_accounts_7d,fraud_risk_indicators.funnel_account_detection.funnel_account_flag,fraud_risk_indicators.funnel_account_detection.related_transaction_ids,fraud_risk_indicators.velocity_checks.transaction_count_1h,fraud_risk_indicators.velocity_checks.transaction_count_24h,fraud_risk_indicators.velocity_checks.cumulative_amount_24h,fraud_risk_indicators.velocity_checks.velocity_baseline_avg_24h,fraud_risk_indicators.velocity_checks.velocity_threshold_breached,fraud_risk_indicators.velocity_checks.velocity_score,fraud_risk_indicators.structuring_detection.reporting_threshold_amount,fraud_risk_indicators.structuring_detection.amount_to_threshold_ratio,fraud_risk_indicators.structuring_detection.aggregate_amount_24h_same_originator,fraud_risk_indicators.structuring_detection.related_transactions_24h,fraud_risk_indicators.structuring_detection.structuring_flag,settlement.status,settlement.settlement_date,settlement.settlement_amount,settlement.settlement_reference,account_posting.status,account_posting.posting_date,account_posting.account_entry_type,account_posting.ledger_balance.before,account_posting.ledger_balance.after,account_posting.available_balance.before,account_posting.available_balance.after,reconciliation.reconciliation_status,reconciliation.reconciliation_timestamp,reconciliation.variance_amount,reconciliation.amount_match,reconciliation.ledger_transaction_id,reconciliation.network_settlement_amount,reconciliation.ledger_posted_amount,reconciliation.network_settlement_reference,payment.payment_id,payment.transaction_id,payment.rail,payment.network,payment.message_type,payment.status,message.message_id,message.instruction_id,message.end_to_end_id,message.received_timestamp,debtor.name,debtor.account_number,debtor.bank.issuer_name,debtor.bank.routing_number,creditor.name,creditor.account_number,creditor.bank.issuer_name,creditor.bank.routing_number,creditor.bank.onboarded_by,amount.value,amount.currency,remittance.information,remittance.reference,validation.message_validation,validation.participant_validation,validation.account_validation,validation.duplicate_check,risk_compliance.fraud_status,risk_compliance.sanctions_status,risk_compliance.aml_status,risk_compliance.compliance_status,network_response_control.request_timestamp,network_response_control.response_received,network_response_control.response_timestamp,network_response_control.response_time_ms,network_response_control.expected_response_sla_ms,network_response_control.network_timeout_flag,network_response_control.response_code,processing.decision,processing.settlement_status,processing.posting_status,originating_bank.name,originating_bank.bank_role,originating_bank.routing_number,originator.name,originator.identification,originator.account_number,originator.onboarded_by,originator.issuer_bank,receiver.name,receiver.account_number,receiver.account_type,receiver.routing_number,merchant_id,payment.transaction_code,payment.credit_debit,payment.amount,payment.currency,payment.effective_entry_date,payment.company_entry_description,ach_batch.batch_id,ach_batch.sec_code,ach_batch.service_class_code,ach_batch.batch_number,ach_file.file_id,ach_file.file_creation_date,ach_file.file_creation_time,ach_file.file_id_modifier,trace.trace_number,trace.original_trace_number,validation.routing_validation,validation.format_validation,file_batch_tracking.batch_status,settlement.expected_settlement_date,timestamps.received_at,timestamps.validated_at,timestamps.settled_at,timestamps.posted_at,payment.transaction_type,payment.created_at,payment.transaction_date,payment.payment_method.type,payment.payment_method.card_brand,payment.payment_method.card_number_masked,payment.payment_method.card_funding,payment.payment_method.card_category,merchant.merchant_id,merchant.legal_name,merchant.merchant_name,merchant.merchant_location.city,merchant.merchant_location.state,merchant.merchant_location.postal_code,merchant.merchant_location.country,transaction.amount,transaction.currency,transaction.authorization.status,transaction.authorization.authorization_code,transaction.authorization.authorization_timestamp,transaction.entry.entry_mode,transaction.entry.channel,references.trace_number,references.reference_id,references.order_id,processing.authorization_status,processing.capture_status,processing.reconciliation_status,risk.fraud_status,risk.cvv_result,risk.avs_result,format_validation_details.format_validation_status,format_validation_details.rejection_code,format_validation_details.rejection_reason,format_validation_details.field_level_errors,file_batch_tracking.settlement_batch_id,fraud_risk_indicators.new_merchant_risk.is_new_merchant,fraud_risk_indicators.new_merchant_risk.merchant_first_seen_date,fraud_risk_indicators.new_merchant_risk.prior_transaction_count_with_merchant,fraud_risk_indicators.new_merchant_risk.merchant_relationship_age_days,fraud_risk_indicators.new_merchant_risk.new_merchant_risk_flag,fraud_risk_indicators.structuring_detection.aggregate_amount_24h_same_card,payment_processor_name,merchant.payment_processor_name,wire_id,network.network,network.message_type,network.received_timestamp,network.settlement_status,identifiers.uetr,identifiers.imad,identifiers.message_id,identifiers.instruction_id,identifiers.transaction_id,identifiers.end_to_end_id,payment.value_date,debtor.address.street,debtor.address.city,debtor.address.state,debtor.address.postal_code,debtor.address.country,debtor_agent.issuer_bank,debtor_agent.routing_number,creditor.onboarded_by,creditor.address.city,creditor.address.state,creditor.address.country,creditor_agent.name,creditor_agent.routing_number,processing.account_validation,processing.sanctions_screening,processing.aml_screening,processing.fraud_screening,processing.compliance_status,audit.received_timestamp
CHEQUE,PRE,CHK-MTB-100025,INDIVIDUAL,IND-0094,EXTERNAL_INDIVIDUAL,EXT-P-2897,CREDIT,LNYVB1,13595.09,USD,2026-07-31 00:00:00,292221843,6444313846,Meridian Trust Bank,Ironbridge National Bank,RQ8J2M,Amanda Ramirez,221527012,6639871127,PRES-MTB-100025,2026-07-31 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-07-31T20:39:44Z,True,2026-07-31T20:40:00Z,3025,30000,False,51,CL-MTB-20260731-6,ACKNOWLEDGED,2026-07-31T20:44:44Z,2026-07-31T21:39:44Z,,,False,False,0,,IDEMP-CHK-MTB-100025,,PASSED,False,2024-12-16 00:00:00,28,592,False,6639871127,2,3,False,[],1,2,48000.35,22880.27,False,25,10000,1.36,17460.16,[],False,PENDING,,,,NOT_POSTED,,CREDIT,6850.52,,6850.52,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100034,INDIVIDUAL,IND-0007,EXTERNAL_INDIVIDUAL,EXT-P-8052,CREDIT,F79H0D,2892.94,USD,2026-08-11 00:00:00,181307845,6799249566,Meridian Trust Bank,Ironbridge National Bank,X6N089,Maria Hernandez,975467878,211228777,PRES-MTB-100034,2026-08-11 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,DEGRADED,PENDING,PENDING,PASSED,,,[],2026-08-11T01:18:20Z,False,,,30000,True,,CL-MTB-20260811-7,PENDING,2026-08-11T01:23:20Z,2026-08-13T01:18:20Z,,,False,False,0,,IDEMP-CHK-MTB-100034,,PASSED,False,2025-02-09 00:00:00,14,548,False,211228777,1,5,False,[],5,13,5862.66,3538.18,True,63,10000,0.289,3015.85,[],False,PENDING,,,,NOT_POSTED,,CREDIT,16916.91,,16916.91,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100029,INDIVIDUAL,IND-0003,EXTERNAL_INDIVIDUAL,EXT-P-2294,CREDIT,WCELYM,2095.7,USD,2026-07-26 00:00:00,954652321,2998950352,Meridian Trust Bank,Summit Ridge Bank,OE169J,Deborah Harris,45865729,2477183770,PRES-MTB-100029,2026-07-26 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-07-26T05:27:21Z,True,2026-07-26T05:27:38Z,879,30000,False,0,CL-MTB-20260726-2,ACKNOWLEDGED,2026-07-26T05:32:21Z,2026-07-26T17:27:21Z,,,False,False,0,,IDEMP-CHK-MTB-100029,,PASSED,True,2026-07-26 00:00:00,0,0,True,2477183770,2,6,False,[],3,5,7999.89,4686.16,False,38,10000,0.21,1717.74,[],False,PENDING,,,,NOT_POSTED,,CREDIT,21332.52,,21332.52,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100046,INDIVIDUAL,IND-0019,INDIVIDUAL,IND-0006,CREDIT,2BXK4U,447.3,USD,2026-08-17 00:00:00,725967944,8829864786,Meridian Trust Bank,Summit Ridge Bank,KP9CJ6,Maria Torres,665403133,2107816442,PRES-MTB-100046,2026-08-17 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-08-17T12:55:20Z,True,2026-08-17T12:55:37Z,3988,30000,False,0,CL-MTB-20260817-6,ACKNOWLEDGED,2026-08-17T13:00:20Z,2026-08-18T12:55:20Z,,,False,False,0,,IDEMP-CHK-MTB-100046,,PASSED,False,2025-01-26 00:00:00,51,568,False,2107816442,1,1,False,[],3,10,1295.86,731.24,False,55,10000,0.045,362.75,[],False,PENDING,,,,NOT_POSTED,,CREDIT,8716.82,,8716.82,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100083,MERCHANT,MERCH-004,INDIVIDUAL,IND-0083,CREDIT,L7JCEK,14591.22,USD,2026-06-26 00:00:00,773033783,3061977058,Vertex Commerce Pay,Ironbridge National Bank,ZEXIH4,Thomas Wright,205583559,8958863975,PRES-MTB-100083,2026-06-26 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,DEGRADED,PENDING,PENDING,PASSED,,,[],2026-06-26T03:24:12Z,True,2026-06-26T03:24:27Z,4173,30000,False,91,CL-MTB-20260626-7,ACKNOWLEDGED,2026-06-26T03:29:12Z,2026-06-26T04:24:12Z,,,False,False,0,,IDEMP-CHK-MTB-100083,,PASSED,False,2023-06-23 00:00:00,39,1099,False,8958863975,1,5,False,[],1,6,57048.51,26117.63,False,35,10000,1.459,15326.69,[],False,PENDING,,,,NOT_POSTED,,CREDIT,23247.81,,23247.81,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100017,INDIVIDUAL,IND-0078,INDIVIDUAL,IND-0012,CREDIT,5GLZPZ,9394.37,USD,2026-08-07 00:00:00,45937232,840327782,Meridian Trust Bank,Ironbridge National Bank,RGWQ11,Betty Thompson,466197209,1357947125,PRES-MTB-100017,2026-08-07 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-08-07T12:33:54Z,True,2026-08-07T12:34:11Z,3232,30000,False,0,CL-MTB-20260807-4,ACKNOWLEDGED,2026-08-07T12:38:54Z,2026-08-08T00:33:54Z,,,False,False,0,,IDEMP-CHK-MTB-100017,,PASSED,False,2023-12-24 00:00:00,33,957,False,1357947125,1,4,False,[],2,10,28492.76,10998.27,False,53,10000,0.939,15964.13,[],True,PENDING,,,,NOT_POSTED,,CREDIT,21883.52,,21883.52,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100031,INDIVIDUAL,IND-0079,EXTERNAL_INDIVIDUAL,EXT-P-7432,CREDIT,5UXTEV,9949.3,USD,2026-07-03 00:00:00,736821228,4231602677,Meridian Trust Bank,Ironbridge National Bank,KTYIWT,Brian King,740016411,4063143830,PRES-MTB-100031,2026-07-03 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-07-03T11:56:35Z,True,2026-07-03T11:56:38Z,1508,30000,False,5,CL-MTB-20260703-2,ACKNOWLEDGED,2026-07-03T12:01:35Z,2026-07-03T15:56:35Z,,,False,False,0,,IDEMP-CHK-MTB-100031,,PASSED,False,2025-09-23 00:00:00,8,283,False,4063143830,1,1,False,[],2,2,36366.26,15888.34,False,24,10000,0.995,10369.97,[],False,PENDING,,,,NOT_POSTED,,CREDIT,47983.48,,47983.48,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100502,MERCHANT,MERCH-006,INDIVIDUAL,IND-0060,CREDIT,LWUNH3,13388.52,USD,2026-07-26 00:00:00,83941778,3264421990,Meridian Trust Bank,Summit Ridge Bank,O2L09Y,Andrew King,295832665,4239112336,PRES-MTB-100093,2026-07-26 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-07-26T07:32:22Z,True,2026-07-26T07:32:32Z,369,30000,False,91,CL-MTB-20260726-1,ACKNOWLEDGED,2026-07-26T07:37:22Z,2026-07-26T08:32:22Z,,,False,True,1,CHK-MTB-100093,IDEMP-CHK-MTB-100093,,PASSED,True,2026-07-26 00:00:00,0,0,False,4239112336,1,2,False,[],1,8,16078.1,9807.96,False,46,10000,1.339,17055.07,[],False,PENDING,,,,NOT_POSTED,,CREDIT,19073.54,,19073.54,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100011,INDIVIDUAL,IND-0054,EXTERNAL_INDIVIDUAL,EXT-P-5287,CREDIT,S36I9J,1310.76,USD,2026-07-06 00:00:00,986391286,1167646993,Meridian Trust Bank,Cascade Point Bank,3809DC,Maria Thompson,473591663,3243471665,PRES-MTB-100011,2026-07-06 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-07-06T17:03:05Z,True,2026-07-06T17:03:11Z,2319,30000,False,0,CL-MTB-20260706-3,ACKNOWLEDGED,2026-07-06T17:08:05Z,2026-07-06T18:03:05Z,,,False,False,0,,IDEMP-CHK-MTB-100011,,PASSED,False,2023-11-07 00:00:00,29,972,False,3243471665,5,8,True,[],3,11,4263.14,1794.67,True,55,10000,0.131,1250.67,[],False,PENDING,,,,NOT_POSTED,,CREDIT,39882,,39882,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEQUE,PRE,CHK-MTB-100032,INDIVIDUAL,IND-0063,EXTERNAL_INDIVIDUAL,EXT-P-5521,CREDIT,HJFI1G,12914.29,USD,2026-07-04 00:00:00,193912102,318009757,Meridian Trust Bank,Ironbridge National Bank,LOGX8T,Charles Ramirez,167592475,7176340023,PRES-MTB-100032,2026-07-04 00:00:00,CHECK_CLEARING,PENDING,PASSED,PASSED,PASSED,PENDING,PENDING,PASSED,,,[],2026-07-04T01:00:06Z,True,2026-07-04T01:00:09Z,3592,30000,False,0,CL-MTB-20260704-3,ACKNOWLEDGED,2026-07-04T01:05:06Z,2026-07-06T01:00:06Z,,,False,False,0,,IDEMP-CHK-MTB-100032,,PASSED,True,2026-07-04 00:00:00,0,0,False,7176340023,1,2,False,[],5,15,20218.61,13153.01,False,72,10000,1.291,16019.63,[],False,PENDING,,,,NOT_POSTED,,CREDIT,16553.61,,16553.61,,NOT_APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
